"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"304","RT @coolcam101: People running to get refunds after Lady Gaga cancelled her show.
 #ThursdayThoughts https://t.co/bA7rli39iB",FALSE,0,NA,2017-09-15 04:12:27,FALSE,NA,"908544012654538755",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bae_london",32,TRUE,FALSE,NA,NA
"305","RT @mrjosephbonner: Surviving After A Natural Disaster - 6 Things That May Save Your Life  #HurricaneIrmaAftermath #ThursdayThoughts https:…",FALSE,0,NA,2017-09-15 04:12:24,FALSE,NA,"908544000017145856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Arroyosenpai",602,TRUE,FALSE,NA,NA
"306","RT @M_Raj03: With the new day comes new strength and new thoughts! #BeYourself #ThursdayThoughts #Tb #RaymondlaunchofChampioncollection<U+2060><U+2060><U+2060><U+2060>…",FALSE,0,NA,2017-09-15 04:12:21,FALSE,NA,"908543988105330689",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PKchh14",414,TRUE,FALSE,NA,NA
"307","RT @Emjay_43: Imagine if Goten and Trunks said fuck this martial arts shit we going to Hogwarts #ThursdayThoughts <ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BE><ed><U+00B4><U+0094> https://t.co/THaHbZDh…",FALSE,0,NA,2017-09-15 04:12:17,FALSE,NA,"908543971068014592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KH2ut",9,TRUE,FALSE,NA,NA
"308","RT @TonyKakkar: Opportunities don't happen you create them #ThursdayThoughts",FALSE,0,NA,2017-09-15 04:12:07,FALSE,NA,"908543932094488576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nehu_Sayani",18,TRUE,FALSE,NA,NA
"309","A wise man can see more from the bottom of a well than a fool can from a mountain top. - #quote #ThursdayThoughts https://t.co/qnKNSM1Mzu",FALSE,0,NA,2017-09-15 04:12:02,FALSE,NA,"908543906949750785",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","JenniferDunlop7",0,FALSE,FALSE,NA,NA
"310","RT @SouthPark: What's a Jim Bob?! #ThursdayThoughts https://t.co/nrPxMa5HmY",FALSE,0,NA,2017-09-15 04:12:01,FALSE,NA,"908543906735841282",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jjkhoza_VI",906,TRUE,FALSE,NA,NA
"311","RT @MeganFoxST: The strongest people aren't always the people who win, but the people who don't give up when they lose.
#ThursdayThoughts",FALSE,0,NA,2017-09-15 04:12:00,FALSE,NA,"908543901425745921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bae_london",176,TRUE,FALSE,NA,NA
"312","RT @mrjosephbonner: Surviving After A Natural Disaster - 6 Things That May Save Your Life  #HurricaneIrmaAftermath #ThursdayThoughts https:…",FALSE,0,NA,2017-09-15 04:11:54,FALSE,NA,"908543873487536128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cnote442",602,TRUE,FALSE,NA,NA
"313","RT @JeffSimmons2050: Perception: we can feed more people if we eat less meat. Fact: 86% of animal feed isn't edible #ThursdayThoughts https…",FALSE,0,NA,2017-09-15 04:11:53,FALSE,NA,"908543871994404865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LibCreek",22,TRUE,FALSE,NA,NA
"314","RT @Billright50: @realDonaldTrump NO MORE MR NICE GUY! LOCKHERUP LOCKHIMUP LOCKTHEMUP! #maga #DACAdeal #thursdaythoughts #trumptrain #pelos…",FALSE,0,NA,2017-09-15 04:11:48,FALSE,NA,"908543849252786176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RickyBender7",5,TRUE,FALSE,NA,NA
"315","RT @wine_festival: #ThursdayThoughts is it Friday yet! yup it's been that kind of day @VegasFoodWine wish I was sitting pool side at @redro…",FALSE,0,NA,2017-09-15 04:11:45,FALSE,NA,"908543836451827712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrewHawHawCFF",12,TRUE,FALSE,NA,NA
"316","RT @hrtablaze: Good Job on being useful idiots ! <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F>

@billoreilly absolutely nails it ! 

#DACADeal #ThursdayThoughts 

 https://t.co/8lMbV…",FALSE,0,NA,2017-09-15 04:11:41,FALSE,NA,"908543820194656258",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ohio_Buckeye_US",464,TRUE,FALSE,NA,NA
"317","RT @LucasBryner3: Anyone can find the dirt in someone. 

Be the one who finds the Gold.

#ThursdayThoughts",FALSE,0,NA,2017-09-15 04:11:38,FALSE,NA,"908543809507622912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","quamie_saint",17,TRUE,FALSE,NA,NA
"318","RT @SparkleSoup45: Antifa ldr is @JohnJayCollege prof who jokes/obsesses abt dead cops &amp; executing students

#Tucker
#ThursdayThoughts 
htt…",FALSE,0,NA,2017-09-15 04:11:37,FALSE,NA,"908543803836866560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Saul0074u",272,TRUE,FALSE,NA,NA
"319","RT @AlanSemsar: #ThursdayThoughts Pigalle Follies add a little color to your life @LouboutinWorld Christian Louboutin Ultra Rose #TheShah #…",FALSE,0,NA,2017-09-15 04:11:36,FALSE,NA,"908543799147692032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrewHawHawCFF",10,TRUE,FALSE,NA,NA
"320","RT @coolcam101: JJ Watt trying to stop Deshaun Watson from being with Mia Khalifa.
 #ThursdayThoughts https://t.co/bA7rli39iB",FALSE,0,NA,2017-09-15 04:11:35,FALSE,NA,"908543796668854273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","terratchet",916,TRUE,FALSE,NA,NA
"321","RT @NinetyFive_UK: Netherlands are the world's 2nd biggest food exporter while also reducing their use of pesticides.
#ThursdayThoughts htt…",FALSE,0,NA,2017-09-15 04:11:35,FALSE,NA,"908543796270346241",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KingBoa21",209,TRUE,FALSE,NA,NA
"322","RT @BlackToLive: #ThursdayThoughts
Why not try something new? https://t.co/bFEDl9XaDK",FALSE,0,NA,2017-09-15 04:11:29,FALSE,NA,"908543772228591616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nell_ratio",197,TRUE,FALSE,NA,NA
"323","May the delicate butterfly of love gently caress your heart today. #ThursdayThoughts #Spirituality #love https://t.co/HbjtCjazUY",FALSE,1,NA,2017-09-15 04:11:27,FALSE,NA,"908543763227729922",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MMHeartHealer",1,FALSE,FALSE,NA,NA
"324","RT @mrjosephbonner: Surviving After A Natural Disaster - 6 Things That May Save Your Life  #HurricaneIrmaAftermath #ThursdayThoughts https:…",FALSE,0,NA,2017-09-15 04:11:23,FALSE,NA,"908543747058573312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marksdurbs",602,TRUE,FALSE,NA,NA
"325","RT @LeahR77: Dems ALWAYS Forget Video.. RICE LIED About Obama Admn Unmasking Trump Transition Team  #ThursdayThoughts https://t.co/gfSTCM68…",FALSE,0,NA,2017-09-15 04:11:23,FALSE,NA,"908543744139444225",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Rustling_Oak",443,TRUE,FALSE,NA,NA
"326","RT @mrjosephbonner: Surviving After A Natural Disaster - 6 Things That May Save Your Life  #HurricaneIrmaAftermath #ThursdayThoughts https:…",FALSE,0,NA,2017-09-15 04:11:22,FALSE,NA,"908543740930801664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","agc821",602,TRUE,FALSE,NA,NA
"327","#ThursdayThoughts @AlbertEinstein #imagination is more important than knowledge @SavvyCleaner https://t.co/qgozwuX53f",FALSE,0,NA,2017-09-15 04:11:20,FALSE,NA,"908543731497762817",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","BrownOberer",0,FALSE,FALSE,NA,NA
"328","RT @MeganFoxST: Surround yourself with positive people who will support you when it rains, not just when it shines.
#ThursdayThoughts",FALSE,0,NA,2017-09-15 04:11:19,FALSE,NA,"908543727097884673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nickii_panda",125,TRUE,FALSE,NA,NA
"329","RT @TrishaDishes: #ThursdayThoughts 
Even after year-long investigation showed Awans hacked Congress &amp; stole devices, NOT ONE arrest &amp; NO c…",FALSE,0,NA,2017-09-15 04:11:17,FALSE,NA,"908543722219962369",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BoonieKane",49,TRUE,FALSE,NA,NA
"330","RT @KariWahlgren: #ThursdayThoughts from Celty... https://t.co/lJBA0wlPsO",FALSE,0,NA,2017-09-15 04:11:08,FALSE,NA,"908543682160214016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tyler_Reznik",31,TRUE,FALSE,NA,NA
"331","RT @LeahR77: Dems ALWAYS Forget Video.. RICE LIED About Obama Admn Unmasking Trump Transition Team  #ThursdayThoughts https://t.co/gfSTCM68…",FALSE,0,NA,2017-09-15 04:11:08,FALSE,NA,"908543681510105090",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheSickDiva",443,TRUE,FALSE,NA,NA
"332","RT @LunaLuvgood2017: If we can have Russians in the White House 

Why can't we have Dreamers in the US? 

#ThursdayThoughts    #SaveDACA…",FALSE,0,NA,2017-09-15 04:11:06,FALSE,NA,"908543675021398017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rieth_damon",219,TRUE,FALSE,NA,NA
"333","RT @SparkleSoup45: Antifa ldr is @JohnJayCollege prof who jokes/obsesses abt dead cops &amp; executing students

#Tucker
#ThursdayThoughts 
htt…",FALSE,0,NA,2017-09-15 04:11:05,FALSE,NA,"908543668813836289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","boulogne123",272,TRUE,FALSE,NA,NA
"334","RT @TrishaDishes: #ThursdayThoughts 
.@DWStweets kept Imran on payroll even after yr-long investigation showed he hacked Congress &amp; stole d…",FALSE,0,NA,2017-09-15 04:11:04,FALSE,NA,"908543665928159232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BoonieKane",19,TRUE,FALSE,NA,NA
"335","RT @SparkleSoup45: Antifa ldr is @JohnJayCollege prof who jokes/obsesses abt dead cops &amp; executing students

#Tucker
#ThursdayThoughts 
htt…",FALSE,0,NA,2017-09-15 04:11:02,FALSE,NA,"908543655987654663",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realreneemize",272,TRUE,FALSE,NA,NA
"336","RT @LeahR77: Maybe The US Should Just Adopt Mexico's Immigration Laws<U+2753><ed><U+00A0><U+00BE><ed><U+00B4><U+0094>  #DACADeal #ThursdayThoughts https://t.co/R8KFoSVCuY",FALSE,0,NA,2017-09-15 04:11:01,FALSE,NA,"908543652565196800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","FD1000",488,TRUE,FALSE,NA,NA
"337","RT @mrjosephbonner: Surviving After A Natural Disaster - 6 Things That May Save Your Life  #HurricaneIrmaAftermath #ThursdayThoughts https:…",FALSE,0,NA,2017-09-15 04:10:52,FALSE,NA,"908543615856656388",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mag_Pyt",602,TRUE,FALSE,NA,NA
"338","RT @TrishaDishes: #ThursdayThoughts 
Although a year-long investigation found Awans hacked Congress &amp; stole equip, NOT ONE arrest 

#AwanGa…",FALSE,0,NA,2017-09-15 04:10:48,FALSE,NA,"908543597741346818",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BoonieKane",26,TRUE,FALSE,NA,NA
"339","RT @NinetyFive_UK: If 100 people lived on Earth.
#ThursdayThoughts https://t.co/pZMAefKF6w",FALSE,0,NA,2017-09-15 04:10:43,FALSE,NA,"908543578061676544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MichelleJvV",2386,TRUE,FALSE,NA,NA
"340","RT @GamesDenGames: RT &amp; FOLLOW to WIN Utawarerumono: Mask of Truth on PS4 #Competition #FreebieFriday #ThursdayThoughts #giveaway #utawarer…",FALSE,0,NA,2017-09-15 04:10:42,FALSE,NA,"908543575037579264",NA,"<a href=""http://www.example.com"" rel=""nofollow"">abc943834fre</a>","twittFliy",71,TRUE,FALSE,NA,NA
"341","RT @LegereDoll: #ThursdayThoughts FOLLOW ME ON TWITTER!!! But seriously, do it. #bestCEOever",FALSE,0,NA,2017-09-15 04:10:37,FALSE,NA,"908543552493281280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SuperT27",8,TRUE,FALSE,NA,NA
"342","RT @hrtablaze: Good Job on being useful idiots ! <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F>

@billoreilly absolutely nails it ! 

#DACADeal #ThursdayThoughts 

 https://t.co/8lMbV…",FALSE,0,NA,2017-09-15 04:10:35,FALSE,NA,"908543544402440192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KennyNeuner",464,TRUE,FALSE,NA,NA
"343","RT @LeahR77: Maybe The US Should Just Adopt Mexico's Immigration Laws<U+2753><ed><U+00A0><U+00BE><ed><U+00B4><U+0094>  #DACADeal #ThursdayThoughts https://t.co/R8KFoSVCuY",FALSE,0,NA,2017-09-15 04:10:32,FALSE,NA,"908543529512689665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jheme89",488,TRUE,FALSE,NA,NA
"344","RT @mrjosephbonner: Surviving After A Natural Disaster - 6 Things That May Save Your Life  #HurricaneIrmaAftermath #ThursdayThoughts https:…",FALSE,0,NA,2017-09-15 04:10:22,FALSE,NA,"908543488454647809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tamayo_Erik",602,TRUE,FALSE,NA,NA
"345","check out <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> https://t.co/d8pHSBzpzP <ed><U+00A0><U+00BD><ed><U+00B1><U+0088>
#ThursdayThoughts
#thirsttrap
#ThursdayMotivation
#ThursdayTreat https://t.co/mmuKtgjeWR",FALSE,27,NA,2017-09-15 04:10:17,FALSE,NA,"908543468548407296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","whitegirlsnude",8,FALSE,FALSE,NA,NA
"346","#NewTenPoundNote

Will it work as much as 11 do???
If not. Then why ya are excited...

#ThursdayThoughts",FALSE,0,NA,2017-09-15 04:10:14,FALSE,NA,"908543454539476992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amitzenx",0,FALSE,FALSE,NA,NA
"347","My Top Two Strategies For Personal and Professional #Success https://t.co/viuP6o5aip #ThursdayThoughts #lifehacks… https://t.co/kI2XtmxUaD",FALSE,0,NA,2017-09-15 04:10:08,TRUE,NA,"908543432125177858",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","life_fuller",0,FALSE,FALSE,NA,NA
"348","RT @SouthPark: What's a Jim Bob?! #ThursdayThoughts https://t.co/nrPxMa5HmY",FALSE,0,NA,2017-09-15 04:10:08,FALSE,NA,"908543429096833024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheDazzlerOne",906,TRUE,FALSE,NA,NA
"349","Start going after what you want in life. Subscribe Today <ed><U+00A0><U+00BD><ed><U+00B4><U+00BB>
https://t.co/YC0k3xWLRa #podcast #Apple #ThursdayThoughts https://t.co/qVDa7cwd36",FALSE,0,NA,2017-09-15 04:10:07,FALSE,NA,"908543424910864386",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ValeryMolone",0,FALSE,FALSE,NA,NA
"350","RT @SparkleSoup45: Antifa ldr is @JohnJayCollege prof who jokes/obsesses abt dead cops &amp; executing students

#Tucker
#ThursdayThoughts 
htt…",FALSE,0,NA,2017-09-15 04:10:06,FALSE,NA,"908543421308059648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RNcat50",272,TRUE,FALSE,NA,NA
"351","Guide to Graphic Design https://t.co/8bDd0IgTGd #book #ThursdayThoughts",FALSE,0,NA,2017-09-15 04:10:01,FALSE,NA,"908543403024977920",NA,"<a href=""http://ebooknetworking.net/"" rel=""nofollow"">www.ebooknetworking.net</a>","BuyBookstore",0,FALSE,FALSE,NA,NA
"352","RT @brittlove77: I can never get enough of God in my life! #thursdaythoughts",FALSE,0,NA,2017-09-15 04:09:55,FALSE,NA,"908543377917874178",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","linch_brenda",173,TRUE,FALSE,NA,NA
"353","RT @funder: Donald Trump is a white supremacist. #ThursdayThoughts #FireSarah",FALSE,0,NA,2017-09-15 04:09:52,FALSE,NA,"908543365297270784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kenvitiello",688,TRUE,FALSE,NA,NA
"354","RT @mrjosephbonner: Surviving After A Natural Disaster - 6 Things That May Save Your Life  #HurricaneIrmaAftermath #ThursdayThoughts https:…",FALSE,0,NA,2017-09-15 04:09:49,FALSE,NA,"908543350394937345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","flladydi107",602,TRUE,FALSE,NA,NA
"355","RT @mrjosephbonner: Surviving After A Natural Disaster - 6 Things That May Save Your Life  #HurricaneIrmaAftermath #ThursdayThoughts https:…",FALSE,0,NA,2017-09-15 04:09:47,FALSE,NA,"908543343688216578",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JimBilka",602,TRUE,FALSE,NA,NA
"356","RT @GamesDenGames: RT &amp; FOLLOW to WIN Utawarerumono: Mask of Truth on PS4 #Competition #FreebieFriday #ThursdayThoughts #giveaway #utawarer…",FALSE,0,NA,2017-09-15 04:09:44,FALSE,NA,"908543328513224705",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Chronorayven",71,TRUE,FALSE,NA,NA
"357","Adversity is the cradle of prosperity. - Anuj Somany #quote #ThursdayThoughts https://t.co/yCd6chqkdL",FALSE,0,NA,2017-09-15 04:09:42,FALSE,NA,"908543323731660802",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","1_gemini617",0,FALSE,FALSE,NA,NA
"358","RT @LeahR77: Maybe The US Should Just Adopt Mexico's Immigration Laws<U+2753><ed><U+00A0><U+00BE><ed><U+00B4><U+0094>  #DACADeal #ThursdayThoughts https://t.co/R8KFoSVCuY",FALSE,0,NA,2017-09-15 04:09:42,FALSE,NA,"908543320825065472",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","merbbys",488,TRUE,FALSE,NA,NA
"359","RT @MARGARETAVERY85: Worry does not empty #Tomorrow of its sorrow, it empties today of its #strength . #ThursdayThoughts",FALSE,0,NA,2017-09-15 04:09:42,FALSE,NA,"908543320439189504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CandiceLuxeLife",3,TRUE,FALSE,NA,NA
"360","RT @SouthPark: What's a Jim Bob?! #ThursdayThoughts https://t.co/nrPxMa5HmY",FALSE,0,NA,2017-09-15 04:09:40,FALSE,NA,"908543313724051457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sbokhoza29",906,TRUE,FALSE,NA,NA
"361","RT @LeahR77: Dems ALWAYS Forget Video.. RICE LIED About Obama Admn Unmasking Trump Transition Team  #ThursdayThoughts https://t.co/gfSTCM68…",FALSE,0,NA,2017-09-15 04:09:39,FALSE,NA,"908543308384706561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","drWilda",443,TRUE,FALSE,NA,NA
"362","RT @whitegirlsnude: check out <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> https://t.co/d8pHSBzpzP <ed><U+00A0><U+00BD><ed><U+00B1><U+0088>
#ThursdayThoughts
#thirsttrap
#ThursdayMotivation
#ThursdayTreat https://t.co/U37…",FALSE,0,NA,2017-09-15 04:09:34,FALSE,NA,"908543287597842432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","patrickyjmd",8,TRUE,FALSE,NA,NA
"363","RT @SparkleSoup45: Antifa ldr is @JohnJayCollege prof who jokes/obsesses abt dead cops &amp; executing students

#Tucker
#ThursdayThoughts 
htt…",FALSE,0,NA,2017-09-15 04:09:33,FALSE,NA,"908543283529375750",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Daisy4America",272,TRUE,FALSE,NA,NA
"364","Do you Agree? Then pass it on... #FollowYourHeart #quoteoftheday https://t.co/0TsTEXX1dl #ThursdayThoughts",FALSE,0,NA,2017-09-15 04:09:28,FALSE,NA,"908543264092913664",NA,"<a href=""http://positivelybrainwashed.com"" rel=""nofollow"">Aaron Tupaz</a>","aarontupaz",1,FALSE,FALSE,NA,NA
"365","RT @mrjosephbonner: Surviving After A Natural Disaster - 6 Things That May Save Your Life  #HurricaneIrmaAftermath #ThursdayThoughts https:…",FALSE,0,NA,2017-09-15 04:09:17,FALSE,NA,"908543217460584450",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lophue34",602,TRUE,FALSE,NA,NA
"366","RT @ReneeCarrollPhx: <ed><U+00A0><U+00BC><ed><U+00BE><U+00A5> VIDEO <ed><U+00A0><U+00BC><ed><U+00BE><U+00A5>
Trump On Visiting Florida: ‘I Wanted To Look Them In The Eyes’ <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>

#ThursdayThoughts
https://t.co/G9mQsQk3d1…",FALSE,0,NA,2017-09-15 04:09:16,FALSE,NA,"908543212658106369",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","888Scott",186,TRUE,FALSE,NA,NA
"367","RT @mrjosephbonner: Surviving After A Natural Disaster - 6 Things That May Save Your Life  #HurricaneIrmaAftermath #ThursdayThoughts https:…",FALSE,0,NA,2017-09-15 04:09:15,FALSE,NA,"908543210623967232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vincesuela",602,TRUE,FALSE,NA,NA
"368","RT @jojoh888: Here's my non-political tweet for tonight, enjoy #ThursdayThoughts #Harvey #dogs <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B0><U+00B6><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B0><U+00B6><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>

#JJNonPoliticalTweet https://t.co/FBC…",FALSE,0,NA,2017-09-15 04:09:13,FALSE,NA,"908543198519111681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nancy73gg",103,TRUE,FALSE,NA,NA
"369","RT @DrBakerPhD: What if we...

#practice #Mindfulness #ThursdayThoughts #letgo 
#loveyourself #GoFriendYourSelf <ed><U+00A0><U+00BD><ed><U+00B2><U+0099> https://t.co/l1cYkl06AF",FALSE,0,NA,2017-09-15 04:09:09,FALSE,NA,"908543184115965953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Baraka0216",45,TRUE,FALSE,NA,NA
"370","RT @Billright50: @realDonaldTrump LOCKTHEMUP AND MOST OF YOUR PROBLEMS WILL GO AWAY! #maga #DACAdeal #thursdaythoughts #trumptrain #pelosi…",FALSE,0,NA,2017-09-15 04:09:07,FALSE,NA,"908543173684633600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RickyBender7",3,TRUE,FALSE,NA,NA
"371","RT @AlexanderDGreat: Some #Animation practice! Pt 1 #Dance #ThursdayThoughts #Follow #ChildCare4All #ADG #Love https://t.co/P6OyU7eeJQ",FALSE,0,NA,2017-09-15 04:09:05,FALSE,NA,"908543165249941504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kiwisqueeze40",3,TRUE,FALSE,NA,NA
"372","RT @BrushingOff: But if I don't buy the new iPhone, how are people gonna know I'm better than them?  

#ThursdayThoughts #iPhoneX https://t…",FALSE,0,NA,2017-09-15 04:09:03,FALSE,NA,"908543157226237953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BB18_fan2016",3,TRUE,FALSE,NA,NA
"373","RT @SparkleSoup45: Antifa ldr is @JohnJayCollege prof who jokes/obsesses abt dead cops &amp; executing students

#Tucker
#ThursdayThoughts 
htt…",FALSE,0,NA,2017-09-15 04:09:01,FALSE,NA,"908543149747855360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RussJensen5",272,TRUE,FALSE,NA,NA
"374","RT @SparkleSoup45: Antifa ldr is @JohnJayCollege prof who jokes/obsesses abt dead cops &amp; executing students

#Tucker
#ThursdayThoughts 
htt…",FALSE,0,NA,2017-09-15 04:08:59,FALSE,NA,"908543141896101888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tjb719",272,TRUE,FALSE,NA,NA
"375","RT @Juan_L_Torres: ""Successful individuals attract ambitious infividuals!"" #ThursdayThoughts #JuanLuis https://t.co/AH5HbJmrau",FALSE,0,NA,2017-09-15 04:08:59,FALSE,NA,"908543140704817154",NA,"<a href=""http://www.orbiter.in"" rel=""nofollow"">Orbiter Neeraj</a>","nneerajdj",1,TRUE,FALSE,NA,NA
"376","RT @BrushingOff: But if I don't buy the new iPhone, how are people gonna know I'm better than them?  

#ThursdayThoughts #iPhoneX https://t…",FALSE,0,NA,2017-09-15 04:08:57,FALSE,NA,"908543134757351424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BabbleonNY",3,TRUE,FALSE,NA,NA
"377","RT @Billright50: @realDonaldTrump NO RINOS NO DEMS 2018! WALL, VOTER ID'S, TAX CUTS &amp; TERM LIMITS! #2a #DACAdeal #thursdaythoughts #trumptr…",FALSE,0,NA,2017-09-15 04:08:54,FALSE,NA,"908543120811241473",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RickyBender7",1,TRUE,FALSE,NA,NA
